*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_53D8210D85CDB479	m0124dxape01	Ambre Excellent/Soo des P. Racines	de l'	l'	Ambres Excellents/Soo des P. Racines	des	les	
_CDC28346DD342997	m0124dxapf01	Ambre Suprême/Soo des P. Racines	de l'	l'	Ambres Suprêmes/Soo des P. Racines	des	les	
_2E9AD95531A82114	m0125dxacb01	Fragment de Base de Carapace/Splinter	un	le	Fragments de Base de Carapace/Splinter	des	les	
_970795DDAACF4D1A	m0125dxacc01	Fragment Fin de Carapace/Splinter	un	le	Fragments Fins de Carapace/Splinter	des	les	
_D2059B2E9A514FCC	m0125dxadd01	Fragment de Choix de Carapace/Splinter du Désert	un	le	Fragments de Choix de Carapace/Splinter du Désert	des	les	
_3005351533F3B987	m0125dxade01	Fragment Excellent de Carapace/Splinter du Désert	un	le	Fragments Excellents de Carapace/Splinter du Désert	des	les	
_C1D95822BDD4CE7E	m0125dxadf01	Fragment Suprême de Carapace/Splinter du Désert	un	le	Fragments Suprêmes de Carapace/Splinter du Désert	des	les	
_1205973B1A4177CE	m0125dxafd01	Fragment de Choix de Carapace/Splinter des Forêts	un	le	Fragments de Choix de Carapace/Splinter des Forêts	des	les	
_344535173313B985	m0125dxafe01	Fragment Excellent de Carapace/Splinter des Forêts	un	le	Fragments Excellents de Carapace/Splinter des Forêts	des	les	
_C1D980253FF4CE7F	m0125dxaff01	Fragment Suprême de Carapace/Splinter des Forêts	un	le	Fragments Suprêmes de Carapace/Splinter des Forêts	des	les	
_51254B3E9B008FC3	m0125dxajd01	Fragment de Choix de Carapace/Splinter de la Jungle	un	le	Fragments de Choix de Carapace/Splinter de la Jungle	des	les	
_38C5351BAB31C97D	m0125dxaje01	Fragment Excellent de Carapace/Splinter de la Jungle	un	le	Fragments Excellents de Carapace/Splinter de la Jungle	des	les	
_7D27A029C1349278	m0125dxajf01	Fragment Suprême de Carapace/Splinter de la Jungle	un	le	Fragments Suprêmes de Carapace/Splinter de la Jungle	des	les	
_473CBEBCB031D8FA	m0125dxald01	Fragment de Choix de Carapace/Splinter des Lacs	un	le	Fragments de Choix de Carapace/Splinter des Lacs	des	les	
_79940718C0F6C77E	m0125dxale01	Fragment Excellent de Carapace/Splinter des Lacs	un	le	Fragment Excellents de Carapace/Splinter des Lacs	des	les	
_3B340BA44EFCB7D8	m0125dxalf01	Fragment Suprême de Carapace/Splinter des Lacs	un	le	Fragments Suprêmes de Carapace/Splinter des Lacs	des	les	
_7936E8656B1AD73C	m0125dxapd01	Fragment de Choix de Carapace/Splinter des P. Racines	un	le	Fragments de Choix de Carapace/Splinter des P. Racines	des	les	
_F3FE7C8406C62CB4	m0125dxape01	Fragment Excellent de Carapace/Splinter des P. Racines	un	le	Fragments Excellents de Carapace/Splinter des P. Racines	des	les	
_099C538E9D7B64D4	m0125dxapf01	Fragment Suprême de Carapace/Splinter des P. Racines	un	le	Fragments Suprêmes de Carapace/Splinter des P. Racines	des	les	
_AE8CE326463D4013	m0128dxacb01	Fagot de Base/Bois de Tama	un	le	Fagots de Base/Bois de Tama	des	les	
_3C54F86A17F01797	m0128dxacc01	Fagot Fin/Bois de Tama	un	le	Fagots Fins/Bois de Tama	des	les	
_18D549FC80B83A99	m0128dxadd01	Fagot de Choix/Bois de Tama du Désert	un	le	Fagots de Choix/Bois de Tama du Désert	des	les	
_38F023622F0B56B0	m0128dxade01	Fagot Excellent/Bois de Tama du Désert	un	le	Fagots Excellents/Bois de Tama du Désert	des	les	
_38379C53A1E18D3A	m0128dxadf01	Fagot Suprême/Bois de Tama du Désert	un	le	Fagots Suprêmes/Bois de Tama du Désert	des	les	
_98D54DFE80583EA3	m0128dxafd01	Fagot de Choix/Bois de Tama des Forêts	un	le	Fagots de Choix/Bois de Tama des Forêts	des	les	
_F88053662F0B5AB1	m0128dxafe01	Fagot Excellent/Bois de Tama des Forêts	un	le	Fagots Excellents/Bois de Tama des Forêts	des	les	
_3847A054E3A1953A	m0128dxaff01	Fagot Suprême/Bois de Tama des Forêts	un	le	Fagots Suprêmes/Bois de Tama des Forêts	des	les	
_99E431F5BED93EA9	m0128dxajd01	Fagot de Choix/Bois de Tama de la Jungle	un	le	Fagots de Choix/Bois de Tama de la Jungle	des	les	
_77A07B6E2F1A02AC	m0128dxaje01	Fagot Excellent/Bois de Tama de la Jungle	un	le	Fagots Excellents/Bois de Tama de la Jungle	des	les	
_74E58C566442A53A	m0128dxajf01	Fagot Suprême/Bois de Tama de la Jungle	un	le	Fagots Suprêmes/Bois de Tama de la Jungle	des	les	
_A06B4C5873D2EC89	m0128dxald01	Fagot de Choix/Bois de Tama des Lacs	un	le	Fagots de Choix/Bois de Tama des Lacs	des	les	
_3435541604DF4E88	m0128dxale01	Fagot Excellent/Bois de Tama des Lacs	un	le	Fagots Excellents/Bois de Tama des Lacs	des	les	
_EDAC624DCBAC4C69	m0128dxalf01	Fagot Suprême/Bois de Tama des Lacs	un	le	Fagots Suprêmes/Bois de Tama des Lacs	des	les	
_161A5ED92FBCFF6C	m0128dxapd01	Fagot de Choix/Bois de Tama des P. Racines	un	le	Fagots de Choix/Bois de Tama des P. Racines	des	les	
_2398C40433BA22FF	m0128dxape01	Fagot Excellent/Bois de Tama des P. Racines	un	le	Fagots Excellents/Bois de Tama des P. Racines	des	les	
_407187EEF660386A	m0128dxapf01	Fagot Suprême/Bois de Tama des P. Racines	un	le	Fagots Suprême/Bois de Tama des P. Racines	des	les	
_6BD7E8E67E5EA542	m0133chkca01	Fragment de Peau de Base/Timari	un	le	Fragments de Peau de Base/Timari	des	les	
_5A2721ADD735274A	m0133chkcb01	Fragment de Peau Fine/Timari	un	le	Fragments de Peau Fine/Timari	des	les	
_F77762C88E053BC9	m0133chkdd01	Fragment de Peau Excellente/Timari du Désert	un	le	Fragments de Peau Excellente/Timari du Désert	des	les	
_D6EA9A757D74136E	m0133chkje01	Fragment de Peau Suprême/Timari de la Jungle	un	le	Fragments de Peau Suprême/Timari de la Jungle	des	les	
_2BA8E4F5381E6D32	m0134ccdca01	Fragment de Griffe de Base/Torbak	un	le	Fragments de Griffe de Base/Torbak	des	les	
_DA36E1BC18D5EB3B	m0134ccdcb01	Fragment de Griffe Fine/Torbak	un	le	Fragments de Griffe Fine/Torbak	des	les	
_65C3EA882267CF07	m0134ccdfc01	Fragment de Griffe de Choix/Torbak des Forêts	un	le	Fragments de Griffe de Choix/Torbak des Forêts	des	les	
_BC6666D2CCF5B7CA	m0134ccdfd01	Fragment de Griffe Excellente/Torbak des Forêts	un	le	Fragments de Griffe Excellente/Torbak des Forêts	des	les	
_904B7A7A3EF26380	m0134ccdfe01	Fragment de Griffe Suprême/Torbak des Forêts	un	le	Fragments de Griffe Suprême/Torbak des Forêts	des	les	
_A344EA922376B3FA	m0134ccdjc01	Fragment de Griffe de Choix/Torbak de la Jungle	un	le	Fragments de Griffe de Choix/Torbak de la Jungle	des	les	
_7DC656DC0984BFB7	m0134ccdjd01	Fragment de Griffe Excellente/Torbak de la Jungle	un	le	Fragments de Griffe Excellente/Torbak de la Jungle	des	les	
_0635C79128CE0372	m0134ccdlc01	Fragment de Griffe de Choix/Torbak des Lacs	un	le	Fragments de Griffe de Choix/Torbak des Lacs	des	les	
_55FB459091E15733	m0134ccdld01	Fragment de Griffe Excellente/Torbak des Lacs	un	le	Fragments de Griffe Excellente/Torbak des Lacs	des	les	
_D1E4073E79013512	m0134ccdle01	Fragment de Griffe Suprême/Torbak des Lacs	un	le	Fragments de Griffe Suprême/Torbak des Lacs	des	les	
_DFE44D95D430C28C	m0135ccdca01	Croc de Base/Torbak	un	le	Crocs de Base/Torbak	des	les	
_47141A5148345EA4	m0135ccdcb01	Croc Fin/Torbak	un	le	Crocs Fins/Torbak	des	les	
_C87DAB52B89B786F	m0135ccdfc01	Croc de Choix/Torbak des Forêts	un	le	Crocs de Choix/Torbak des Forêts	des	les	
_1B19A521A1904320	m0135ccdfd01	Croc Excellent/Torbak des Forêts	un	le	Crocs Excellents/Torbak des Forêts	des	les	
_3A4746495C693962	m0135ccdfe01	Croc Suprême/Torbak des Forêts	un	le	Crocs Suprêmes/Torbak des Forêts	des	les	
_493CC34BF7BB2C6E	m0135ccdjc01	Croc de Choix/Torbak de la Jungle	un 	le	Crocs de Choix/Torbak de la Jungle	des	les	
_96C89D2724D04311	m0135ccdjd01	Croc Excellent/Torbak de la Jungle	un	le	Crocs Excellents/Torbak de la Jungle	des	les	
_60B1BF97A9FB0FF0	m0135ccdlc01	Croc de Choix/Torbak des Lacs	un 	le	Crocs de Choix/Torbak des Lacs	des	les	
_0469E6E5A635683C	m0135ccdld01	Croc Excellent/Torbak des Lacs	un 	le	Crocs Excellents/Torbak des Lacs	des	les	
_EB419018EC61C862	m0135ccdle01	Croc Suprême/Torbak des Lacs	un	le	Crocs Suprêmes/Torbak des Lacs	des	les	
_2B1728EFBE4E8134	m0136ccdca01	Fragment de Corne de Base/Torbak 	un	le	Fragments de Corne de Base/Torbak 	des	les	
_DA36E1B31A160B42	m0136ccdcb01	Fragment de Corne Fine/Torbak 	un	le	Fragments de Corne Fine/Torbak 	des	les	
_65322E82A897E309	m0136ccdfc01	Fragment de Corne de Choix/Torbak des Forêts 	un	le	Fragments de Corne de Choix/Torbak des Forêts 	des	les	
_7A7772CE1025CBCC	m0136ccdfd01	Fragment de Corne Excellente/Torbak des Forêts 	un	le	Fragments de Corne Excellente/Torbak des Forêts 	des	les	
_D47B6A8BFE426379	m0136ccdfe01	Fragment de Corne Suprême/Torbak des Forêts 	un	le	Fragments de Corne Suprême/Torbak des Forêts 	des	les	
_A3B32E8CA9A6C7FC	m0136ccdjc01	Fragment de Corne de Choix/Torbak de la Jungle 	un	le	Fragments de Corne de Choix/Torbak de la Jungle 	des	les	
_3BD762D84DB4D3B9	m0136ccdjd01	Fragment de Corne Excellente/Torbak de la Jungle 	un	le	Fragments de Corne Excellente/Torbak de la Jungle 	des	les	
_8A35C79128AC8B7A	m0136ccdlc01	Fragment de Corne de Choix/Torbak des Lacs 	un	le	Fragments de Corne de Choix/Torbak des Lacs 	des	les	
_992B35A15131572C	m0136ccdld01	Fragment de Corne Excellente/Torbak des Lacs 	un	le	Fragments de Corne Excellente/Torbak des Lacs 	des	les	
_D1E407357B425519	m0136ccdle01	Fragment de Corne Suprême/Torbak des Lacs 	un	 le	Fragments de Corne Suprême/Torbak des Lacs 	des	les	
_60FA9AF1329164B3	m0137ccdca01	Cuir de Base/Torbak	du	le	Cuirs de Base/Torbak	des	les	
_7685C6F661097BE4	m0137ccdcb01	Cuir Fin/Torbak	du	le	Cuirs Fins/Torbak	des	les	
_0E33BCE1290AC988	m0137ccdfc01	Cuir de Choix/Torbak des Forêts 	du	le	Cuirs de Choix/Torbak des Forêts 	des	les	
_62281D9848CB75A9	m0137ccdfd01	Cuir Excellent/Torbak des Forêts 	du	le	Cuirs Excellents/Torbak des Forêts 	des	les	
_8F025456A8F95DBA	m0137ccdfe01	Cuir Suprême/Torbak des Forêts 	du	le	Cuirs Suprêmes/Torbak des Forêts 	des	les	
_4BC2C4D2EA6AB98E	m0137ccdjc01	Cuir de Choix/Torbak de la Jungle 	du	le	Cuirs de Choix/Torbak de la Jungle 	des	les	
_9EB7E9914ACA8DAD	m0137ccdjd01	Cuir Excellent/Torbak de la Jungle 	du	le	Cuirs Excellents/Torbak de la Jungle 	des	les	
_B885CDAB81D4FD1C	m0137ccdlc01	Cuir de Choix/Torbak des Lacs 	du	le	Cuirs de Choix/Torbak des Lacs 	des	les	
_DECEDF7BF7C5ECD9	m0137ccdld01	Cuir Excellent/Torbak des Lacs 	du	le	Cuirs Excellents/Torbak des Lacs 	des	les	
_D93150D15875B0A2	m0137ccdle01	Cuir Suprême/Torbak des Lacs 	du	le	Cuirs Suprêmes/Torbak des Lacs 	des	les	
_E0744D879900DE94	m0140cchca01	Croc de Base/Varinx	un	le	Crocs de Base/Varinx	des	les	
_8805565849259AA6	m0140cchcb01	Croc Fin/Varinx	un	le	Crocs Fins/Varinx	des	les	
_491D83403D6B986C	m0140cchdc01	Croc de Choix/Varinx du Désert	un	le	Crocs de Choix/Varinx du Désert	des	les	
_60AAF91D1DB04B1B	m0140cchdd01	Croc Excellent/Varinx du Désert	un	le	Crocs Excellents/Varinx du Désert	des	les	
_79474E53A0AA4555	m0140cchde01	Croc Suprême/Varinx du Désert	un	le	Crocs Suprêmes/Varinx du Désert	des	les	
_1B83C8D6E3FF287D	m0140cchpc01	Croc de Choix/Varinx des P. Racines	un	le	Crocs de Choix/Varinx des Primes Racines	des	les	
_706A36E4F34C0CD5	m0140cchpd01	Croc Excellent/Varinx des P. Racines	un	le	Crocs Excellents/Varinx des Primes Racines	des	les	
_CCE54CB57576D8B5	m0140cchpe01	Croc Suprême/Varinx des P. Racines 	un	le	Crocs Suprêmes/Varinx des P. Racines 	des	les	
_1EEBCEF8778188AD	m0141cchca01	Cuir de Base/Varinx	du	le	Cuirs de Base/Varinx	des	les	
_37A5CE03A54AAFD7	m0141cchcb01	Cuir Fin/Varinx	du	le	Cuirs Fins/Varinx	des	les	
_4C14F0E7ACDAF178	m0141cchdc01	Cuir de Choix/Varinx du Désert 	du	le	Cuirs de Choix/Varinx du Désert 	des	les	
_23E951AA0A4B5593	m0141cchdd01	Cuir Excellent/Varinx du Désert 	du	le	Cuirs Excellents/Varinx du Désert 	des	les	
_93822C506C7935B0	m0141cchde01	Cuir Suprême/Varinx du Désert 	du	le	Cuirs Suprêmes/Varinx du Désert 	des	les	
_6F499D426F01429E	m0141cchpc01	Cuir de Choix/Varinx des P. Racines 	du	le	Cuirs de Choix/Varinx des P. Racines 	des	les	
_50ADD69905F16166	m0141cchpd01	Cuir Excellent/Varinx des P. Racines 	du	le	Cuirs Excellents/Varinx des P. Racines 	des	les	
_60CAC4BF59390529	m0141cchpe01	Cuir Suprême/Varinx des P. Racines 	du	le	Cuirs Suprêmes/Varinx des P. Racines 	des	les	
_DE77EB51F3BE3BAE	m0142dxacb01	Mesure de Sève de Base/Visc	une	la	Mesures de Sève de Base/Visc	des	les	
_F668B814763C542D	m0142dxacc01	Mesure de Sève Fine/Visc	une	la	Mesures de Sève Fine/Visc	des	les	
_3E745D0853BBA564	m0142dxadd01	Mesure de Sève de Choix/Visc du Désert	une	la	Mesures de Sève de Choix/Visc du Désert	des	les	
_ED47F844D37D6997	m0142dxade01	Mesure de Sève Excellente/Visc du Désert	une	la	Mesures de Sève Excellente/Visc du Désert	des	les	
_B26A4FDF843BB12B	m0142dxadf01	Mesure de Sève Suprême/Visc du Désert	une	la	Mesures de Sève Suprême/Visc du Désert	des	les	
_3E64850D53ABCD67	m0142dxafd01	Mesure de Sève de Choix/Visc des Forêts	une	la	Mesures de Sève de Choix/Visc des Forêts	des	les	
_2D57F44FD59D6997	m0142dxafe01	Mesure de Sève Excellente/Visc des Forêts	une	la	Mesures de Sève Excellente/Visc des Forêts	des	les	
_348A53E144EBB92A	m0142dxaff01	Mesure de Sève Suprême/Visc des Forêts	une	la	Mesures de Sève Suprême/Visc des Forêts	des	les	
_BE23610ED36AA964	m0142dxajd01	Mesure de Sève de Choix/Visc de la Jungle	une	la	Mesures de Sève de Choix/Visc de la Jungle	des	les	
_A806EC5558DD6988	m0142dxaje01	Mesure de Sève Excellente/Visc de la Jungle	une	la	Mesures de Sève Excellente/Visc de la Jungle	des	les	
_B6D937E77FDBD126	m0142dxajf01	Mesure de Sève Suprême/Visc de la Jungle	une	la	Mesures de Sève Suprême/Visc de la Jungle	des	les	
_8215C4C5C610005B	m0142dxald01	Mesure de Sève de Choix/Visc des Lacs	une	la	Mesures de Sève de Choix/Visc des Lacs	des	les	
_228B84D67316F545	m0142dxale01	Mesure de Sève Excellente/Visc des Lacs	une	la	Mesures de Sève Excellente/Visc des Lacs	des	les	
_EB150EE8D9696EB2	m0142dxalf01	Mesure de Sève Suprême/Visc des Lacs	une	la	Mesures de Sève Suprême/Visc des Lacs	des	les	
_75BA3B06D67D2F4E	m0142dxapd01	Mesure de Sève de Choix/Visc des P. Racines	une	la	Mesures de Sève de Choix/Visc des P. Racines	des	les	
_614F8FCC45D1D090	m0142dxape01	Mesure de Sève Excellente/Visc des P. Racines	une	la	Mesures de Sève Excellente/Visc des P. Racines	des	les	
_836BEEB410F3A821	m0142dxapf01	Mesure de Sève Suprême/Visc des P. Racines	une	la	Mesures de Sève Suprême/Visc des P. Racines	des	les	
_98A7A22EE0FAD770	m0145cbcca01	Cuir de Base/Yber	du	le	Cuirs de Base/Yber	des	les	
_16F4869CB1B77189	m0145cbccb01	Cuir Fin/Yber	du	le	Cuirs Fins/Yber	des	les	
_6B6148FE45B59C6B	m0145cbcld01	Cuir Excellent/Yber des Lacs	du	le	Cuirs Excellents/Yber des Lacs	des	les	
_26A0FC6FE965DB3B	m0145cbcle01	Cuir Suprême/Yber des Lacs	du	le	Cuirs Suprêmes/Yber des Lacs	des	les	
_2BF8A369E4B05421	m0147chlca01	Mousse de Base/Yelk	de la	la	Mousses de Base/Yelk	des	les	
_EF00FA6BC26AB912	m0147chlcb01	Mousse Fine/Yelk	de la	la	Mousses Fines/Yelk	des	les	
_A166F9451B5AE5A6	m0147chldc01	Mousse de Choix/Yelk du Désert	de la	la	Mousses de Choix/Yelk du Désert	des	les	
_C641AA7002BB9F55	m0147chldd01	Mousse Excellente/Yelk du Désert	de la	la	Mousses Excellentes/Yelk du Désert	des	les	
_0B678714BE52C15E	m0147chlde01	Mousse Suprême/Yelk du Désert	de la	la	Mousses Suprêmes/Yelk du Désert	des	les	
_A176FD465D1AEDA6	m0147chlfc01	Mousse de Choix/Yelk des Forêts	de la	la	Mousses de Choix/Yelk des Forêts	des	les	
_06E1B27242BB9F5F	m0147chlfd01	Mousse Excellente/Yelk des Forêts	de la	la	Mousses Excellentes/Yelk des Forêts	des	les	
_8B677F2ABE52C15E	m0147chlfe01	Mousse Suprême/Yelk des Forêts	de la	la	Mousse Suprêmes/Yelk des Forêts	des	les	
_160A2AFC5F3BF979	m0147chlpd01	Mousse Excellente/Yelk des P. Racines	de la	la	Mousses Excellentes/Yelk des P. Racines	des	les	
_73E74F3E8CBE3B9A	m0147chlpe01	Mousse Suprême/Yelk des P. Racines	de la	la	Mousses Suprêmes/Yelk des P. Racines	des	les	
_D404CE1772367E90	m0148chlca01	Champignon de Base/Yelk	un	le	Champignons de Base/Yelk	des	les	
_0CA352A2B715A286	m0148chlcb01	Champignon Fin/Yelk	un	le	Champignons Fins/Yelk	des	les	
_7E4AEBF12B72EC70	m0148chldc01	Champignon de Choix/Yelk du Désert	un	le	Champignons de Choix/Yelk du Désert	des	les	
_B5E5C8482F9EF556	m0148chldd01	Champignon Excellent/Yelk du Désert	un	le	Champignons Excellents/Yelk du Désert	des	les	
_FB40ADEDCB5A3D14	m0148chlde01	Champignon Suprême/Yelk du Désert	un	le	Champignons Suprêmes/Yelk du Désert	des	les	
_806AEBF36B82E879	m0148chlfc01	Champignon de Choix/Yelk des Forêts	un	le	Champignons de Choix/Yelk des Forêts	des	les	
_7595D049B1BEF956	m0148chlfd01	Champignon Excellent/Yelk des Forêts	un	le	Champignons Excellents/Yelk des Forêts	des	les	
_FB40ADF1CB3A8D18	m0148chlfe01	Champignon Suprême/Yelk des Forêts	un	le	Champignons Suprêmes/Yelk des Forêts	des	les	
_A939E6B898036DB1	m0148chlpd01	Champignon Excellent/Yelk des P. Racines	un	le	Champignons Excellents/Yelk des P. Racines	des	les	
_5F990D5021094599	m0148chlpe01	Champignon Suprême/Yelk des P. Racines	un	le	Champignons Suprêmes/Yelk des P. Racines	des	les	
_3AEB4CC8D0A276E4	m0149chlca01	Ongle de Base/Yelk	un	l'	Ongles de Base/Yelk	des	les	
_021A791587F0C92A	m0149chlcb01	Ongle Fin/Yelk	un	l'	Ongles Fins/Yelk	des	les	
_68146EB705FBDFAF	m0149chldc01	Ongle de Choix/Yelk du Désert 	un	l'	Ongles de Choix/Yelk du Désert 	des	les	
_39104FE56E2504D8	m0149chldd01	Ongle Excellent/Yelk du Désert 	un	l'	Ongles Excellents/Yelk du Désert 	des	les	
_287E4C65EAEE84BB	m0149chlde01	Ongle Suprême/Yelk du Désert	un	l'	Ongles Suprêmes/Yelk du Désert	des	les	
_E8246EB8C71BDBB9	m0149chlfc01	Ongle de Choix/Yelk des Forêts 	un	l'	Ongles de Choix/Yelk des Forêts 	des	les	
_392053E6B0E50CD8	m0149chlfd01	Ongle Excellent/Yelk des Forêts	un	l'	Ongles Excellents/Yelk des Forêts	des	les	
_286E746AEADEACBE	m0149chlfe01	Ongle Suprême/Yelk des Forêts	un	l'	Ongles Suprêmes/Yelk des Forêts	des	les	
_890891C77BE658C1	m0149chlpd01	Ongle Excellent/Yelk des P. Racines	un	l'	Ongle Excellents/Yelk des P. Racines	des	les	
_E184C30FEBF075F9	m0149chlpe01	Ongle Suprême/Yelk des P. Racines	un	l'	Ongles Suprêmes/Yelk des P. Racines	des	les	
_7F0B4DC68CD49FC6	m0152chdca01	Fragment de Peau de Base/Yubo	un	le	Fragments de Peau de Base/Yubo	des	les	
_EFBE6F51CDF30DB8	m0152chdcb01	Fragment de Peau Fine/Yubo	un	le	Fragments de Peau Fine/Yubo	des	les	
_B97673F4BE8F1630	m0152chdce01	Fragment de Peau Suprême/Yubo	un	le	Fragments de Peau Suprême/Yubo	des	les	
_C8BE4A431B578B1A	m0152chdfd01	Fragment de Peau Excellente/Yubo des Forêts	un	le	Fragments de Peau Excellente/Yubo des Forêts	des	les	
_78D82D226513BA79	m0152chdlc01	Fragment de Peau de Choix/Yubo des Lacs	un	le	Fragments de Peau de Choix/Yubo des Lacs	des	les	
_FDCB60E38D5292E9	m0153ccica01	Os de Base/Zerx	un	l'	Os de Base/Zerx	des	les	
_416A990E49B1E131	m0153ccicb01	Os Fin/Zerx	un	l'	Os Fins/Zerx	des	les	
_3D301FF27236ECD1	m0153ccidd01	Os Excellent/Zerx du Désert	un	l'	Os Excellents/Zerx du Désert	des	les	
_E69F9C59A7BFD4A9	m0153ccide01	Os Suprême/Zerx du Désert	un	l'	Os Suprêmes/Zerx du Désert	des	les	
_79DE0FF5359704D1	m0153ccijd01	Os Excellent/Zerx de la Jungle	un	l'	Os Excellents/Zerx de la Jungle	des	les	
_664EA05F276ED8A9	m0153ccije01	Os Suprême/Zerx de la Jungle	un	l'	Os Suprêmes/Zerx de la Jungle	des	les	
_A56987F266D88B88	m0153ccilc01	Os de Choix/Zerx des Lacs	un	l'	Os de Choix/Zerx des Lacs	des	les	
_7C85FFDD57767C2A	m0153ccipc01	Os de Choix/Zerx des P. Racines	un	l'	Os de Choix/Zerx des P. Racines	des	les	
_8BE849CC813758C2	m0153ccipd01	Os Excellent/Zerx des P. Racines	un	l'	Os Excellents/Zerx des P. Racines	des	les	
_2126F30F2640E5DB	m0153ccipe01	Os Suprême/Zerx des Primes Racines	un	l'	Os Suprêmes/Zerx des Primes Racines	des	les	
_770B95E6C5C65FCA	m0154ccica01	Fragment de Griffe de Base/Zerx	un	le	Fragments de Griffe de Base/Zerx	des	les	
_2ECD2F5A55A3F5BC	m0154ccicb01	Fragment de Griffe Fine/Zerx	un	le	Fragments de Griffe Fine/Zerx	des	les	
_48AD2E3920574330	m0154ccidd01	Fragment de Griffe Excellente/Zerx du Désert	un	le	Fragments de Griffe Excellente/Zerx du Désert	des	les	
_98874719E10FFE64	m0154ccide01	Fragment de Griffe Suprême/Zerx du Désert	un	le	Fragments de Griffe Suprême/Zerx du Désert	des	les	
_4C1C16411BF7632B	m0154ccijd01	Fragment de Griffe Excellente/Zerx de la Jungle	un	le	Fragments de Griffe Excellente/Zerx de la Jungle	des	les	
_D7379F25E11EAA60	m0154ccije01	Fragment de Griffe Suprême/Zerx de la Jungle	un	le	Fragments de Griffe Suprême/Zerx de la Jungle	des	les	
_7289CD23E5C49E95	m0154ccilc01	Fragment de Griffe de Choix/Zerx des Lacs	un	le	Fragments de Griffe de Choix/Zerx des Lacs	des	les	
_3CBAC3CE903177FD	m0154ccipc01	Fragment de Griffe de Choix/Zerx des P. Racines 	un	le	Fragments de Griffe de Choix/Zerx des P. Racines 	des	les	
_5C8682CA6937856A	m0154ccipd01	Fragment de Griffe Excellente/Zerx des P. Racines	un	le	Fragments de Griffe Excellente/Zerx des P. Racines	des	les	
_F642E30872ABCF66	m0154ccipe01	Fragment de Griffe Suprême/Zerx des Primes Racines	un	le	Fragments de Griffe Suprême/Zerx des Primes Racines	des	les	
_4C3395C98B84A56D	m0155dxacb01	Ambre de Base/Zun	de l'	l'	Ambres de Base/Zun	des	les	
_05A4B99C9C56E5CF	m0155dxacc01	Ambre Fin/Zun	de l'	l'	Ambres Fins/Zun	des	les	
